ride_id,customer_id,driver_id,pickup_location,drop_location,city,ride_date,ride_time,ride_status,payment_status,ride_distance_km,ride_duration_min,ride_fare,payment_method
3610,1757,37,09204 Gabriel Center Suite 663,70654 Jackson Lock Apt. 282,Pune,2025-01-25,04:11:43,Ongoing,Failed,10.01,20,336.47,Cash
3611,591,758,20302 Spencer Well Suite 521,54363 Morales Stravenue Suite 638,Chennai,2025-02-25,20:48:44,Ongoing,Pending,3.46,24,439.35,UPI
3612,597,285,502 Nicole Alley,11187 White Lock Apt. 861,Pune,2025-01-16,17:06:25,Ongoing,Pending,6.66,6,152.2,UPI
3613,1867,486,175 Allen Pine,2810 Kelly Meadows Suite 124,Delhi,2025-01-31,06:21:04,Ongoing,Pending,6.39,45,302.03,Wallet
3614,417,441,17197 Phyllis Street,117 Austin Forge Apt. 254,Pune,2025-01-08,15:17:21,Cancelled,Pending,11.4,10,101.39,Cash
3615,168,629,00679 Oscar Viaduct,156 Garrett Field Suite 630,Bangalore,2025-01-25,12:43:08,Ongoing,Paid,4.35,16,283.34,Cash
3616,1646,166,33196 Justin Roads Suite 466,37451 Rachel Drives Suite 714,Bangalore,2025-01-23,14:12:48,Completed,Paid,7.61,11,64.43,Wallet
3617,1207,368,392 Anthony Well,3623 Wheeler Gateway Apt. 954,Kolkata,2025-01-01,21:09:56,Ongoing,Paid,10.52,40,380.77,Cash
3618,614,48,211 West Well,89163 Taylor Valleys,Bangalore,2025-01-12,04:24:58,Ongoing,Paid,8.77,10,273.23,Wallet
3619,757,727,118 Cortez Walk Apt. 382,72190 Wanda Bypass Apt. 372,Pune,2025-03-02,09:30:19,Ongoing,Pending,13.7,15,153.2,Wallet
3620,1331,586,276 Sherry Keys Suite 229,9772 Matthew Rapids Suite 423,Mumbai,2025-02-27,22:35:20,Ongoing,Pending,5.87,8,451.44,UPI
3621,1661,711,024 Carter Brook Suite 129,738 Gonzalez Station,Mumbai,2025-01-17,12:19:56,Cancelled,Pending,8.32,8,379.22,Card
3622,1256,929,967 Rangel Ridges Apt. 246,9278 Roy Union Suite 565,Chennai,2025-02-13,13:42:18,Ongoing,Pending,10.47,33,464.39,UPI
3623,1807,765,145 Benjamin Glens,7839 Kennedy Field Suite 021,Delhi,2025-02-19,03:46:08,Cancelled,Failed,13.21,8,291.84,UPI
3624,1101,882,2312 Timothy Centers Apt. 044,1114 Ward Isle,Mumbai,2025-02-10,06:07:58,Cancelled,Paid,1.53,15,367.12,UPI
3625,297,558,53971 Kyle Pines,297 Roberto Station Apt. 097,Hyderabad,2025-02-14,18:19:25,Cancelled,Paid,2.37,15,334.57,Wallet
3626,1664,309,48543 Pena Mall Apt. 581,766 Leslie Hollow,Mumbai,2025-01-25,02:40:55,Ongoing,Paid,2.75,23,450.69,Wallet
3627,1488,226,31958 Michael Meadows Apt. 439,53530 Garrison Flats,Kolkata,2025-02-01,07:24:29,Completed,Pending,5.06,24,261.63,UPI
3628,1859,481,24630 Leon Tunnel,7876 Willis Viaduct Apt. 800,Bangalore,2025-02-13,06:42:44,Completed,Pending,9.72,31,126.01,Cash
3629,1832,183,6613 Kenneth Tunnel,50691 Smith Fords,Hyderabad,2025-02-22,11:03:03,Ongoing,Paid,4.3,27,482.61,Cash
3630,930,101,803 Stacey View Suite 130,028 Ruiz Run,Pune,2025-02-05,01:00:50,Cancelled,Failed,12.9,19,331.9,UPI
3631,1802,225,323 Megan Garden,77163 Sharon Mews,Hyderabad,2025-02-22,15:37:31,Cancelled,Paid,10.52,42,168.27,Wallet
3632,1276,156,0216 Davis Orchard,25192 Nichole Rapid,Bangalore,2025-01-30,06:02:12,Completed,Failed,9.27,28,311.34,Cash
3633,43,527,20931 Jon Hollow Suite 880,09022 Amanda Summit,Chennai,2025-01-26,16:14:32,Cancelled,Failed,7.63,43,425.64,UPI
3634,828,319,9738 Michaela Drive,25479 Sean Rapids Apt. 585,Hyderabad,2025-01-31,03:03:35,Completed,Failed,9.75,9,141.37,Wallet
3635,1245,917,9754 Jennifer Common Suite 484,459 Jennifer Lodge Apt. 353,Pune,2025-03-03,05:47:33,Completed,Failed,13.54,38,60.6,Cash
3636,933,969,883 Sanchez Curve Apt. 084,33364 Misty Skyway,Delhi,2025-02-22,23:01:06,Completed,Pending,5.09,43,60.07,Wallet
3637,1374,937,00876 Hector Square,8639 Norton Isle,Bangalore,2025-02-23,07:13:13,Ongoing,Paid,5.93,11,82.09,Card
3638,290,816,39489 Robert Cliffs Apt. 173,78164 Erik Pines,Bangalore,2025-02-09,07:26:32,Cancelled,Failed,3.11,23,449.38,UPI
3639,38,908,674 Jimenez Lights Suite 883,730 Chang Vista Apt. 737,Chennai,2025-02-14,13:44:57,Ongoing,Pending,6.92,29,312.87,Card
3640,1089,599,4279 Peterson Unions,409 Butler Plaza,Kolkata,2025-01-19,07:50:13,Ongoing,Paid,4.9,9,177.44,Wallet
3641,1567,899,8242 Lopez Mews Apt. 269,17197 Phelps Landing,Delhi,2025-01-30,06:33:29,Ongoing,Failed,13.49,5,172.07,Wallet
3642,884,755,9406 Denise Station Apt. 927,6693 Justin Forks,Pune,2025-02-16,14:14:28,Ongoing,Paid,9.66,34,411.33,UPI
3643,1884,218,95847 Harris Club,64526 Haley Squares Apt. 013,Kolkata,2025-01-11,14:03:25,Completed,Failed,8.68,21,106.12,Cash
3644,924,555,161 Cynthia Mill Apt. 749,246 Carmen Stream Suite 624,Delhi,2025-01-31,16:32:49,Cancelled,Failed,4.37,32,190.56,UPI
3645,198,917,0259 Lisa Branch,3937 Diaz Mountains Suite 915,Kolkata,2025-02-19,13:57:32,Completed,Paid,4.47,37,101.3,Card
3646,929,674,9085 Woods Creek,450 Erin Lane Apt. 984,Kolkata,2025-02-17,00:01:53,Completed,Pending,5.47,37,472.83,Card
3647,304,734,1481 Hall Fields,17988 Anderson Field,Kolkata,2025-02-17,23:28:24,Completed,Paid,9.47,32,337.4,Card
3648,1795,587,2399 Pruitt Courts Apt. 353,3529 Dixon Avenue,Chennai,2025-01-18,08:59:44,Ongoing,Failed,8.09,8,369.49,UPI
3649,1650,121,9705 Flores Shoals,828 Johnson Mission Suite 219,Mumbai,2025-01-21,23:19:48,Ongoing,Pending,2.79,22,147.64,Cash
3650,1050,984,7278 Kenneth Common Apt. 736,39385 Dylan Plaza,Delhi,2025-02-18,17:16:22,Cancelled,Paid,7.18,43,312.89,UPI
3651,1224,388,22460 Ross Junctions Suite 006,268 Kyle Pike Suite 394,Kolkata,2025-02-07,05:40:50,Completed,Pending,6.4,17,95.71,UPI
3652,1294,545,56653 Wilson Unions Apt. 437,1554 James Trail,Mumbai,2025-01-18,20:00:38,Completed,Paid,8.4,38,341.42,Cash
3653,519,886,355 Maynard Grove,91747 Tammy Inlet,Bangalore,2025-02-27,19:07:20,Cancelled,Paid,14.34,32,286.81,Cash
3654,594,350,2781 Stephanie Field Suite 010,879 Martin Port,Hyderabad,2025-02-26,02:19:55,Ongoing,Failed,4.5,21,248.19,Card
3655,1483,171,7893 Ashley Falls Apt. 920,60832 Hernandez Port Apt. 753,Delhi,2025-02-24,01:10:10,Cancelled,Pending,14.83,12,371.11,UPI
3656,53,576,92242 Molly Green,55361 William Estate,Mumbai,2025-01-20,19:38:32,Cancelled,Paid,1.56,13,343.83,UPI
3657,456,397,70979 Michael Street Apt. 071,789 Lozano Via,Chennai,2025-02-01,10:18:53,Ongoing,Pending,13.55,19,95.47,Card
3658,1682,824,1934 Medina Haven,9054 Tran Stream,Mumbai,2025-02-05,02:43:04,Completed,Failed,5.3,21,110.96,Cash
3659,858,113,5909 Calderon Prairie Apt. 568,779 Laura Street Suite 943,Mumbai,2025-01-18,05:17:58,Ongoing,Paid,10.62,42,233.24,Cash
3660,371,163,18855 Smith Divide Suite 960,7949 Welch Forks,Pune,2025-01-23,20:00:57,Cancelled,Pending,7.81,13,433.71,UPI
3661,701,288,61156 Michael Squares,35812 Powers Plaza Apt. 208,Bangalore,2025-02-04,05:00:28,Cancelled,Paid,8.46,24,271.54,UPI
3662,1060,182,5654 Wesley Ridge,0187 Green Stream,Chennai,2025-02-04,18:11:43,Ongoing,Paid,5.49,12,484.09,Wallet
3663,1476,116,870 Poole Course Apt. 309,7142 Berg Landing Apt. 112,Hyderabad,2025-02-20,15:24:59,Completed,Failed,9.19,36,41.43,Wallet
3664,1216,258,554 Brooks Row Suite 464,2955 Marquez Manor Suite 624,Kolkata,2025-03-01,13:54:24,Ongoing,Failed,4.48,6,231.48,Card
3665,1416,788,04104 James Drives,17924 John Ports,Hyderabad,2025-02-15,12:58:20,Completed,Failed,6.38,33,491.38,Wallet
3666,1331,209,4802 Wells Neck Suite 868,1844 Kane Trail Suite 146,Pune,2025-02-27,23:55:00,Ongoing,Pending,14.17,30,115.23,Card
3667,1204,333,129 Christopher Crescent Suite 518,55059 Hernandez Key,Delhi,2025-02-19,16:33:41,Ongoing,Paid,11.14,5,200.82,Wallet
3668,760,131,4682 Tracy Meadow Suite 099,397 Thomas Station,Bangalore,2025-03-01,08:45:43,Ongoing,Failed,8.92,22,227.08,Card
3669,1510,278,41200 Joel Fork Suite 401,3634 Meza Road Suite 745,Hyderabad,2025-01-26,08:36:56,Cancelled,Paid,9.66,35,474.52,UPI
3670,1899,512,2537 Franklin Court,101 Walker Mission,Chennai,2025-01-31,05:50:44,Completed,Failed,1.3,37,121.09,Wallet
3671,901,602,0677 Patrick Gardens,5688 Nathan Stravenue,Chennai,2025-02-14,13:45:17,Ongoing,Pending,14.49,39,306.31,Wallet
3672,1136,919,67839 Mary Forest Apt. 655,1926 Vanessa Village,Bangalore,2025-01-27,21:04:59,Ongoing,Pending,7.41,20,381.03,Wallet
3673,1540,429,595 Rogers Fork,885 Nelson Highway,Pune,2025-02-21,00:49:06,Cancelled,Pending,3.42,28,385.89,UPI
3674,385,779,0780 Martin Mall Apt. 288,01331 Williams Ford Apt. 033,Delhi,2025-01-27,05:52:55,Ongoing,Failed,3.54,42,262.72,Card
3675,1538,237,8575 Brown Greens Apt. 992,537 Murphy Lock Suite 182,Hyderabad,2025-01-05,05:55:09,Ongoing,Failed,1.27,45,427.7,Wallet
3676,403,613,2322 Dominguez Orchard,5805 Robert Crest,Delhi,2025-01-16,12:51:01,Completed,Paid,8.13,43,175,Wallet
3677,1538,754,219 James Club,69976 Gonzalez Crossing Apt. 165,Bangalore,2025-02-09,21:00:08,Cancelled,Pending,11.97,7,96.51,Wallet
3678,1508,840,6844 Gabrielle Flat Suite 528,94617 Lori Centers,Mumbai,2025-01-05,14:58:47,Cancelled,Pending,8.36,42,128.14,Cash
3679,96,195,049 Veronica Oval Suite 374,229 Young Row,Delhi,2025-02-02,13:52:41,Ongoing,Failed,7.28,17,492.91,UPI
3680,1369,717,7614 Price Grove Suite 151,1889 Valdez Crescent Suite 253,Pune,2025-02-08,12:01:24,Ongoing,Pending,12.67,7,380.51,UPI
3681,196,381,21965 York Expressway Apt. 200,5553 Allen Rapid,Hyderabad,2025-01-10,14:17:14,Completed,Pending,13.74,28,395.23,Wallet
3682,1904,484,3160 April Lodge,86986 Branch Village Suite 709,Delhi,2025-01-13,00:34:15,Completed,Failed,6.54,36,262.8,Card
3683,385,926,59276 Mckenzie Road,6864 Barker Prairie,Pune,2025-01-08,18:05:11,Completed,Paid,9.81,39,413.48,Card
3684,65,360,083 Scott Highway Apt. 898,89363 Sandra Cove Suite 207,Kolkata,2025-02-24,08:04:03,Ongoing,Paid,4.24,31,82.93,Cash
3685,777,479,36665 Robert Bypass,4703 Roberts Drive Suite 299,Hyderabad,2025-01-21,07:33:34,Ongoing,Pending,11.12,24,259.67,Card
3686,1370,616,474 Paul Meadow Apt. 717,5804 Jose Street Apt. 796,Bangalore,2025-01-17,12:00:26,Ongoing,Paid,7.82,24,481.53,Cash
3687,1117,518,128 Daniel Island,63182 Baker Plaza,Delhi,2025-02-23,21:01:50,Cancelled,Pending,6.86,14,56.62,Wallet
3688,321,535,775 Clark Glen Suite 915,2850 Tammy Turnpike,Bangalore,2025-01-17,04:27:04,Completed,Failed,3.36,43,33.38,UPI
3689,1096,934,980 Ward Lock Suite 772,845 Jenkins Mountains Apt. 960,Kolkata,2025-02-07,01:33:12,Cancelled,Paid,14.41,17,459.05,UPI
3690,148,88,496 Dawn Via Suite 518,126 Wilson Lake,Pune,2025-02-10,20:09:35,Ongoing,Failed,5.97,20,337.14,Card
3691,295,16,93095 Martin Rapid,6146 Lee Park,Pune,2025-01-25,03:40:48,Ongoing,Pending,1.41,43,413.69,Cash
3692,1280,906,139 Emily Radial,51230 Taylor Road Apt. 583,Mumbai,2025-02-26,20:23:48,Completed,Pending,2.1,41,137.33,Card
3693,409,713,796 Nathan Freeway Suite 067,84696 Amanda Pines Suite 650,Bangalore,2025-01-22,03:27:36,Completed,Paid,10.33,32,216.17,Card
3694,1819,326,8661 Church Forge Apt. 843,006 Julia Parkways Suite 894,Hyderabad,2025-01-03,01:21:33,Completed,Failed,14.53,10,85.81,Card
3695,1157,376,124 Anthony Lakes Suite 474,428 Brewer Club,Pune,2025-03-03,16:32:46,Cancelled,Pending,5.34,29,469.24,Wallet
3696,1726,299,4617 Jeremy Junctions Apt. 895,502 Mcintyre Stravenue Apt. 335,Pune,2025-01-03,12:53:28,Completed,Failed,5.57,40,352.08,Cash
3697,528,220,87363 Javier Mission,7031 Berry Course,Pune,2025-03-03,22:44:38,Ongoing,Pending,10.36,44,202.15,Card
3698,166,210,3705 Paul Mill,85059 Andrew Dale Suite 042,Delhi,2025-02-04,12:54:44,Cancelled,Pending,4.13,31,120.13,Cash
3699,1842,57,955 James Harbors,348 Christine Mills Apt. 727,Bangalore,2025-01-31,04:26:05,Completed,Paid,13.13,35,249.48,UPI
3700,1759,708,11494 Thomas Brook,4184 Murray Cape Suite 824,Delhi,2025-01-22,15:47:08,Ongoing,Pending,8.89,18,377.01,UPI
3701,1784,142,25060 Daniel Road,106 Martinez Path Suite 192,Kolkata,2025-01-27,14:29:49,Cancelled,Pending,12.63,40,310.44,UPI
3702,1647,883,836 James Pines,923 Wendy Mall Suite 647,Hyderabad,2025-02-17,06:35:05,Cancelled,Failed,13.05,41,326.77,UPI
3703,284,485,33619 Lisa Manors Suite 827,48902 Robinson Mill Apt. 222,Pune,2025-01-10,20:29:31,Ongoing,Pending,11.07,39,254.48,UPI
3704,1978,938,241 Johnson Via,80442 Smith Avenue,Hyderabad,2025-01-04,17:44:12,Ongoing,Paid,8.99,29,102.76,Wallet
3705,284,371,008 Williams River Suite 201,73919 Marco Wells Suite 961,Delhi,2025-01-25,13:41:25,Completed,Paid,6.44,7,326.28,Wallet
3706,738,135,338 Bruce Manors Apt. 794,9915 Payne Camp,Pune,2025-01-07,10:44:41,Completed,Failed,11.7,30,227.66,UPI
3707,1805,173,377 Potter View Apt. 410,805 Diana Corner,Chennai,2025-01-15,13:30:58,Cancelled,Pending,12.61,44,172.54,Wallet
3708,970,549,50853 Jill Island Apt. 185,46574 Savage Plain Suite 948,Chennai,2025-02-11,19:04:07,Completed,Failed,5.58,23,231.18,Cash
3709,774,91,487 Roberts Lights Apt. 333,459 Scott Fields,Pune,2025-01-07,23:23:55,Cancelled,Pending,3.33,33,246.65,Wallet
3710,1020,355,566 Kevin Row Suite 932,88572 Ayala Drive,Mumbai,2025-02-19,05:14:21,Cancelled,Failed,12.44,31,462.78,UPI
3711,1164,456,18735 Jessica Light Suite 040,1009 Joyce Stravenue Suite 886,Pune,2025-02-27,13:06:36,Cancelled,Pending,14.26,22,308.4,Card
3712,648,337,0379 Thompson Crescent Apt. 034,07853 Tiffany Walk Apt. 557,Bangalore,2025-01-24,01:08:53,Completed,Pending,8.7,35,434.97,Cash
3713,1377,293,05505 Hale Way Suite 696,015 Robert Parkways Apt. 039,Pune,2025-02-25,21:53:18,Completed,Failed,6.57,11,282.49,UPI
3714,783,695,560 Lauren Falls,812 Buchanan Fall Apt. 363,Mumbai,2025-02-21,04:34:44,Ongoing,Failed,6.72,18,169.22,UPI
3715,138,945,409 Terry Shoal Apt. 566,4140 Victoria Station Suite 768,Mumbai,2025-02-11,12:44:26,Ongoing,Pending,13.97,12,459.47,UPI
3716,631,619,08445 Susan Junctions Suite 643,616 Tyler View,Mumbai,2025-02-07,21:31:46,Cancelled,Paid,2.28,10,94.44,Wallet
3717,13,65,401 Bonilla Haven,0609 Richard Stravenue,Pune,2025-01-23,03:04:20,Completed,Pending,12.58,22,328.7,Cash
3718,1072,731,23203 David Pine Apt. 582,940 Michael Extension Suite 615,Pune,2025-01-06,11:24:37,Completed,Pending,4.84,5,134.27,Card
3719,1528,928,83111 Melissa Place,9369 Robert Vista,Chennai,2025-02-21,15:46:03,Cancelled,Paid,7.67,25,277.97,Wallet
3720,1737,387,969 Parks Parks,50080 Nathan Crescent,Chennai,2025-02-04,08:03:27,Completed,Pending,12.32,9,105.23,Card
3721,364,354,66317 Tammy Trafficway Suite 008,2562 Fletcher Roads,Chennai,2025-02-24,03:40:52,Cancelled,Pending,10.93,36,470.92,Wallet
3722,306,236,6781 Jessica Overpass,70073 John Field,Chennai,2025-02-23,18:07:06,Ongoing,Pending,10.3,36,499.71,UPI
3723,1519,228,586 Duane Terrace,7025 Christian Spring,Bangalore,2025-02-24,09:04:49,Cancelled,Failed,8.92,38,238.25,Card
3724,1940,105,37369 Cynthia Square,6083 April Mission,Chennai,2025-01-01,04:26:28,Completed,Pending,10.07,39,431.6,Card
3725,1714,999,9509 Hardin Pines Apt. 445,64848 Hayes Islands,Chennai,2025-01-19,01:36:27,Cancelled,Pending,1.58,27,159.21,Cash
3726,1860,286,0549 Phillip Lodge,304 Helen Port,Hyderabad,2025-02-14,02:33:32,Completed,Paid,7.12,8,337.25,Cash
3727,35,595,28586 Kirk Street Suite 013,481 Bailey Lock Apt. 148,Chennai,2025-02-09,21:56:31,Cancelled,Pending,13.38,6,114.09,Card
3728,604,190,670 Jones Flat Suite 498,11791 Heather Lake,Delhi,2025-02-01,20:45:24,Ongoing,Paid,6.3,30,250.77,Card
3729,1631,107,52999 Watson Lodge,802 Tony Circles,Hyderabad,2025-02-03,06:42:04,Completed,Pending,11.6,5,354.83,Cash
3730,270,227,4587 Martinez Flat,22378 Schmidt Place,Bangalore,2025-01-22,03:29:22,Completed,Failed,5.41,8,200.57,UPI
3731,801,618,384 Steven Street,09091 Rivera Villages Suite 078,Chennai,2025-01-08,01:52:38,Cancelled,Paid,13.6,5,202.6,Card
3732,1270,629,1708 Edwards Crossroad Apt. 555,0542 Davis Groves,Hyderabad,2025-01-13,04:46:11,Cancelled,Paid,5.8,45,30.92,Cash
3733,665,928,1481 Micheal Islands,7890 George Estates Suite 149,Hyderabad,2025-02-25,03:25:16,Completed,Failed,14.89,35,125.11,Wallet
3734,1312,700,08460 Matthew Lane Apt. 323,41732 Matthew Mount,Bangalore,2025-02-07,21:17:22,Cancelled,Paid,2.24,15,169.65,UPI
3735,606,253,7003 Miles Mill Suite 666,965 Smith Garden Apt. 105,Delhi,2025-01-09,21:50:53,Cancelled,Paid,2.83,21,446.85,Cash
3736,1132,78,8602 Caroline Gateway Apt. 714,9533 Smith Branch Suite 205,Hyderabad,2025-01-26,00:19:47,Completed,Failed,7.13,44,276.4,UPI
3737,1607,86,4395 Michele Spring Apt. 067,10785 Matthew Estates,Chennai,2025-01-01,00:36:30,Cancelled,Pending,6.73,9,344.04,Cash
3738,766,741,04694 Mark Ford,013 Nelson Divide Suite 642,Bangalore,2025-02-03,03:12:08,Ongoing,Failed,14.29,15,181.3,UPI
3739,1801,209,337 Rachel Drive Suite 524,813 Jessica Isle Apt. 037,Pune,2025-02-15,18:48:02,Cancelled,Failed,10.54,5,137.44,Cash
3740,417,452,30006 Cory Forges Suite 165,87439 White Tunnel,Mumbai,2025-02-13,01:11:20,Completed,Paid,11.41,43,294.7,Card
3741,1932,275,1132 Erin Lodge Apt. 062,63339 Jessica Valley,Chennai,2025-01-17,09:52:39,Ongoing,Paid,8.46,20,169.33,Card
3742,1969,430,46938 Ingram Mews Apt. 752,564 Jones Square,Mumbai,2025-02-01,16:48:38,Ongoing,Pending,12.69,25,168.84,UPI
3743,1100,181,245 Shelly Springs Suite 531,12351 Catherine River,Bangalore,2025-01-24,00:36:09,Completed,Paid,1.86,14,381.93,Card
3744,55,84,247 Parker Spurs,88895 Joseph Trace Apt. 657,Pune,2025-01-25,05:58:42,Ongoing,Paid,1.04,20,300.56,Card
3745,1409,888,8294 Donna Flats Suite 627,268 Nichole Square Suite 181,Bangalore,2025-01-06,10:29:40,Ongoing,Failed,1.52,41,319.63,Cash
3746,69,1000,735 Jared Camp Suite 155,60500 Nicholas Shores,Bangalore,2025-01-27,23:41:30,Completed,Pending,3.34,6,431.94,Wallet
3747,365,21,35838 Hunter Fords,3344 Harvey Squares,Delhi,2025-01-27,01:53:00,Completed,Pending,9.62,33,349.32,UPI
3748,345,7,62958 Collins Flats Apt. 447,41867 Kenneth Bridge,Hyderabad,2025-01-18,15:09:17,Completed,Pending,6.12,22,106.72,Card
3749,1486,422,9580 Lucas Ferry Suite 233,818 Arthur Street,Bangalore,2025-02-23,13:20:54,Cancelled,Pending,14.73,25,237.73,UPI
3750,1642,417,115 Koch Village Apt. 106,569 Nelson Ferry Suite 836,Mumbai,2025-01-02,17:43:02,Cancelled,Paid,6.73,14,423.76,Cash
3751,8,890,05581 Mason Center,32408 Allen Mount,Hyderabad,2025-02-14,09:11:44,Completed,Paid,10.3,23,138.83,Wallet
3752,878,292,338 West Ville Suite 608,16705 Micheal Cliff Apt. 129,Hyderabad,2025-02-13,17:19:17,Completed,Pending,13.56,45,353.24,UPI
3753,580,741,54633 Williams Mall Suite 136,32511 Moran Rue,Kolkata,2025-01-05,02:28:56,Ongoing,Paid,12.98,24,49.71,Card
3754,1215,770,1379 Amanda Parks,32622 Williams Plains Suite 356,Chennai,2025-01-02,05:43:12,Ongoing,Failed,1.4,17,447.22,Card
3755,400,813,4038 Brown Junctions,60396 Amy Ranch Suite 270,Bangalore,2025-01-03,15:37:25,Ongoing,Failed,5.67,10,180.43,Card
3756,597,105,56563 Coleman Hill,266 Nicole Ford,Bangalore,2025-01-23,21:59:31,Completed,Paid,9.74,38,36.3,Cash
3757,977,752,45844 Peter Squares Apt. 206,1271 Miller Squares Suite 788,Mumbai,2025-01-10,16:44:24,Cancelled,Pending,11.64,5,39.38,Card
3758,507,851,6881 Williams Garden,27334 Katrina Causeway Suite 385,Delhi,2025-02-14,14:35:04,Completed,Pending,5.14,39,370.28,Cash
3759,1645,420,05481 Martin Mall,040 Hatfield Run Suite 691,Kolkata,2025-02-26,13:54:31,Cancelled,Failed,8.63,26,342.53,UPI
3760,925,331,104 Davis Forge,221 Sarah Heights Suite 754,Delhi,2025-01-12,22:28:48,Ongoing,Failed,12.56,38,224.4,Card
3761,1754,262,367 Hartman Garden Suite 915,621 Emily Forest Apt. 929,Chennai,2025-01-14,18:34:05,Completed,Pending,10.63,31,236.06,Cash
3762,964,230,2435 Sean Plains Apt. 971,987 Paul Stream Suite 974,Delhi,2025-01-14,21:52:50,Completed,Failed,3.07,30,375.63,Card
3763,1067,821,60708 Angela Mountain,1167 Vanessa Cliff,Hyderabad,2025-01-14,20:22:16,Completed,Pending,1.45,30,405.71,Wallet
3764,1038,731,9727 Keith Pine Apt. 116,380 John Plains Apt. 961,Bangalore,2025-01-15,03:35:48,Completed,Failed,5.32,29,186.71,UPI
3765,945,370,3875 Austin Mountain,2515 Morgan Extension,Hyderabad,2025-01-15,16:54:46,Completed,Paid,4.84,43,292.31,Wallet
3766,1045,894,279 Collins Center,54372 White Harbors Apt. 300,Delhi,2025-01-07,12:42:31,Completed,Failed,3.12,29,42.79,Wallet
3767,627,608,04124 Wilson Islands Apt. 562,70280 Martinez Mews Suite 456,Hyderabad,2025-01-08,06:57:01,Cancelled,Pending,9.94,12,321.83,Cash
3768,357,338,93915 Johnson Point,98936 Frost Circles Apt. 505,Pune,2025-02-05,02:57:12,Ongoing,Pending,12.78,14,78.49,UPI
3769,1133,33,1280 Stephanie Unions Suite 271,755 Hammond Roads,Delhi,2025-01-25,18:34:40,Cancelled,Pending,4.38,17,383.4,Wallet
3770,295,577,9072 Brian Drive,180 Lauren Spring,Mumbai,2025-02-24,14:08:12,Cancelled,Pending,11.32,7,417.44,Wallet
3771,553,12,57728 Deborah Causeway Apt. 379,064 Jones Mountain,Pune,2025-01-23,23:30:24,Ongoing,Pending,6.62,37,369.43,Wallet
3772,504,851,516 Gregory Glen Apt. 931,918 Yvonne Dale Apt. 347,Mumbai,2025-02-07,01:28:31,Cancelled,Pending,4.43,45,124.56,UPI
3773,266,761,7988 John Spur,0391 Murphy Junctions Suite 289,Hyderabad,2025-02-04,10:10:52,Ongoing,Pending,5.63,24,373.09,Wallet
3774,7,402,77267 Santos Shoals Suite 933,6426 Strickland Ports Apt. 835,Chennai,2025-03-03,20:17:04,Ongoing,Paid,11.42,41,415.38,Wallet
3775,1496,295,5652 Butler Ranch,1492 King Plain Apt. 513,Hyderabad,2025-01-18,17:14:42,Ongoing,Pending,2.92,37,374.58,Cash
3776,323,369,161 Stewart Freeway,2744 Robert Viaduct Apt. 996,Mumbai,2025-02-13,08:41:45,Ongoing,Paid,6.64,35,208.33,Cash
3777,1422,263,86263 Thompson Lock,2117 Michelle Shore Apt. 583,Pune,2025-02-17,20:19:37,Cancelled,Pending,13.27,20,229.61,Cash
3778,635,64,33252 Matthew Trace Apt. 162,3038 Bruce Hills,Delhi,2025-02-25,04:14:02,Completed,Paid,2.96,43,281.49,Cash
3779,454,848,869 Douglas Ranch,359 Rodriguez Passage Suite 272,Kolkata,2025-01-13,06:20:19,Completed,Failed,4.85,23,363.22,Wallet
3780,490,557,8559 Jeremiah Key Suite 185,29977 Haynes Knolls Apt. 233,Hyderabad,2025-01-22,15:08:04,Cancelled,Paid,11.22,40,152.17,UPI
3781,516,881,61829 Valerie Ferry Suite 938,496 Julie Point Apt. 379,Hyderabad,2025-02-25,09:53:05,Ongoing,Failed,10.08,30,461.32,Cash
3782,1051,91,997 Thompson Oval,023 Laura Springs,Delhi,2025-02-01,07:14:03,Completed,Paid,4.58,22,63.18,Wallet
3783,1523,56,7467 Perez Shoal,2844 Karen Plains,Delhi,2025-01-31,07:39:22,Ongoing,Pending,12.57,35,385.08,Cash
3784,85,128,8348 Sara Burg Apt. 235,92802 Diaz Wells Suite 116,Mumbai,2025-01-28,10:45:44,Cancelled,Paid,8.5,17,127.15,Cash
3785,867,88,83896 Martinez Crossing,13014 Herrera Street,Delhi,2025-01-18,15:47:38,Cancelled,Pending,14.46,43,317.63,UPI
3786,1272,684,10285 Newman Divide Suite 635,716 Wright Mountains Apt. 646,Hyderabad,2025-01-14,08:22:13,Completed,Pending,6.27,33,115.52,Card
3787,965,102,56899 Leblanc Overpass,786 Alan Hill,Pune,2025-01-14,01:01:07,Cancelled,Paid,14.65,11,78.16,Wallet
3788,1129,928,38877 Lawrence Shoal,0330 Marshall Hill,Delhi,2025-01-13,00:28:45,Completed,Paid,5.34,17,259.76,Wallet
3789,1929,277,8344 Davis Hills,934 Johnson River,Hyderabad,2025-01-08,23:18:09,Completed,Paid,3.21,42,42.77,Card
3790,1336,810,13511 Ariana Avenue Apt. 574,9902 Robert Unions,Delhi,2025-02-18,01:26:34,Cancelled,Paid,6.95,23,310.5,Wallet
3791,1833,523,93472 Julie Drives Suite 233,2571 Willis Parkways Apt. 163,Hyderabad,2025-02-19,16:52:39,Completed,Pending,5.68,44,104,Card
3792,1633,862,827 Sarah Squares Apt. 576,5104 Troy Ranch Apt. 994,Delhi,2025-02-16,17:17:12,Ongoing,Paid,1.47,33,277.33,Wallet
