customer_id,customer_name,phone_number,email,gender,age,registration_date,total_rides,total_spent
1007,Lisa Choi,643-036-4376x8967,juliajohnston@mccoy.org,Male,34,2022-06-22,77,26298.69
1008,Amanda Carter,001-388-493-3722x5253,qturner@brown-horn.com,Male,43,2021-02-11,12,7027.16
1009,Christopher Mccullough,145.241.2633,edward76@gmail.com,Female,55,2020-07-16,66,2374.79
1010,Allison Davis,+1-020-052-3239,frank07@hotmail.com,Male,47,2022-11-19,6,2777.68
1011,Victoria Lewis,001-597-396-7834,jonathan99@hotmail.com,Other,18,2022-05-19,59,30675.65
1012,Tiffany Collier,001-284-023-4804,hamptonsonia@yahoo.com,Female,40,2022-12-12,84,48018.81
1013,Natasha Rush,1502304435,jamesjames@garcia.net,Male,37,2024-11-01,33,49827.45
1014,Christopher Rogers,147.141.6563x55042,mark56@hunter.net,Female,49,2025-01-08,66,29609.43
1015,Christopher Crawford,136-573-0913,vadams@morris.net,Female,20,2023-03-02,73,41924.53
1016,Sarah Mcdonald,001-707-774-8360x6337,nguyenjason@mccann-cohen.biz,Female,26,2021-09-10,87,23500.88
1017,Michael Little,7676777665,rhondasantos@gmail.com,Male,21,2024-04-03,99,21477.25
1018,Richard Chavez,(726)163-8615,falvarado@gmail.com,Other,32,2020-12-18,89,3380.8
1019,Peter Daniel,494-415-2153,mullinsdonald@fernandez.org,Female,42,2023-03-20,16,39552.47
1020,Becky Wallace,241-447-6606x365,jacksonjoseph@yahoo.com,Male,44,2023-12-24,29,28615.95
1021,Taylor Clark,842-914-7682x832,danielhill@long.com,Other,51,2020-09-01,67,43917.66
1022,Robert Hopkins,(727)908-4081x82657,romerotammy@thompson-greer.com,Other,32,2020-05-20,74,29205.8
1023,Alyssa Davis,001-322-227-0254x444,daniel45@anderson.biz,Other,51,2020-12-20,87,8438.49
1024,Christina Baker,+1-922-096-1092x313,melanie18@yahoo.com,Male,26,2020-07-02,72,5451.38
1025,Kevin Ramirez,(860)023-0705,jpayne@williams.net,Male,24,2022-11-12,1,18011.16
1026,Brian Miller,+1-484-853-0107x8488,thuff@warner.org,Female,32,2024-03-11,66,43369.65
1027,Patricia Ross,+1-331-965-1710,jeffreygrimes@jones.com,Other,46,2023-04-16,89,9602.94
1028,Christopher Hughes,001-767-612-9390x66061,lauren12@simon.com,Female,48,2024-10-26,11,41585.84
1029,Heather Stanton,693.934.1689,ebenson@yahoo.com,Female,36,2021-11-01,21,17546.79
1030,Sean Foley,6816401521,darrellrocha@hotmail.com,Other,41,2021-03-29,48,10527.85
1031,Anna Gutierrez,(454)374-4586,xhart@yahoo.com,Other,20,2022-07-20,1,14987.77
1032,Kendra Rodriguez,881-653-2051,dylan93@gmail.com,Male,25,2023-04-24,99,49940.19
1033,Kaitlyn Mcclure,099.872.0193,bryan05@gmail.com,Male,38,2020-10-13,62,33986.87
1034,Christopher Abbott,888.463.0764x99813,ewingjennifer@schultz.org,Male,27,2021-09-01,10,18943.47
1035,Kyle George,(279)339-8609x706,lozanoryan@newton.com,Female,42,2024-01-19,44,44558.33
1036,Jeffrey Sanchez,001-844-461-9560,martinezbryan@smith-kramer.com,Other,47,2022-06-26,64,8615.04
1037,Teresa Hickman,289-169-1200,alexander70@rodriguez.com,Male,20,2022-02-11,43,33993.25
1038,Johnny Miller,831.956.9442x73253,tgonzalez@hotmail.com,Other,38,2022-10-12,54,47104.43
1039,Laura Roberts,(477)930-1597,ivan20@gmail.com,Other,20,2024-05-14,24,19109.44
1040,Anthony Miller,046.827.1382,sandybrown@jones-rogers.com,Other,54,2023-04-22,31,33062.67
1041,Brett Green,(618)999-8171x1534,iowens@hotmail.com,Male,36,2022-10-02,16,26236.42
1042,Rebecca Moreno,001-981-205-1743,danielle91@martinez-bowers.com,Male,25,2022-03-31,15,5154.34
1043,Mark Miller,+1-876-214-9358x698,wthomas@yahoo.com,Other,60,2021-11-20,94,49239.86
1044,Kyle Miller,(332)474-3614,ggonzalez@hotmail.com,Female,27,2022-10-04,84,33640.69
1045,Patrick Davis,794.590.8046x619,eaguirre@hotmail.com,Female,42,2022-08-31,45,29443.78
1046,Kim Neal,859.707.4841x7433,david11@stewart-gregory.com,Female,36,2024-07-05,18,3900.22
1047,Cody Valdez,059-169-5244,traviskim@brown-rocha.com,Other,40,2021-06-20,39,46827.1
1048,Stephanie Nielsen,+1-421-533-8867x7122,mperry@grant-velasquez.biz,Female,51,2023-04-17,43,1931.04
1049,Jonathan May,324.973.2403x0318,johnortega@lewis.com,Male,38,2021-05-20,1,28080.62
1050,Justin Faulkner,878-003-8292,cassandrabates@robinson.com,Female,44,2024-08-05,50,33693.22
1051,Jacob Jones,(470)864-2756,nancyhernandez@simmons.com,Female,50,2023-02-07,87,28685.34
1052,Jeffrey Lee,(179)165-2302x1105,patricialopez@woods.org,Male,30,2023-12-29,36,14511.73
1053,Morgan Juarez,576-738-1472,charlestaylor@thompson.com,Male,52,2020-03-26,71,3470.1
1054,Elizabeth Morrison,001-615-314-1525x043,kellywood@hotmail.com,Female,22,2023-07-18,25,16777.25
1055,Helen Burns,451-924-2423x84836,stephanie15@yahoo.com,Female,44,2024-11-12,88,36688.1
1056,Shelby Williams,(211)599-6636,robert11@hotmail.com,Female,55,2023-01-12,83,31875.7
1057,Lindsey Gray,(289)734-3441,geoffreymason@bennett-hess.com,Female,33,2022-12-06,94,6060.7
1058,Christopher Wood,+1-283-194-2517x79478,leachwendy@yahoo.com,Other,32,2022-04-19,27,20578.15
1059,Melinda Gutierrez,(716)078-5526x75223,brownjoseph@hotmail.com,Female,50,2021-01-17,84,42643.95
1060,Amber Parks,990-988-7708x93566,ashleytucker@miranda.net,Male,38,2022-12-13,45,32334.8
1061,Douglas Warner,536.643.5218,timothy84@alvarado-wright.biz,Other,30,2020-10-01,87,21711.21
1062,Nicole Gonzalez,333.266.6927x31421,rodriguezronald@williams-johnson.org,Other,41,2023-08-02,35,20069.65
1063,Rebecca Kelley,+1-946-854-2366,drussell@thomas.com,Other,57,2022-08-22,45,32885.07
1064,Sherry Wilkinson,0376406673,sherrysimpson@flowers.com,Male,36,2024-03-26,76,37948.48
1065,Joshua Harrison,001-261-907-9515x848,jenniferpayne@steele.com,Female,34,2020-12-20,46,5404.13
1066,Donna Wong,001-195-287-0587x208,chapmandean@stewart.com,Other,56,2023-08-23,63,4716.32
1067,Joseph Crawford,+1-998-194-0072x96038,ryanchristian@murray-neal.com,Male,35,2023-01-23,68,15659.69
1068,Thomas Choi,+1-317-548-0771x8047,thompsonallen@hotmail.com,Male,32,2024-11-10,45,28032.87
1069,Benjamin Reeves,3053629896,jacqueline64@hotmail.com,Other,25,2022-04-06,92,48467.48
1070,Nicole Dunn,357.828.3688,cookcharles@yahoo.com,Male,43,2023-07-02,28,9052.99
1071,Jessica Cruz,464.283.7973,williamhill@hotmail.com,Other,44,2020-10-10,91,41630.12
1072,Gregory Brown,9093125880,dcrane@hotmail.com,Other,44,2020-12-22,66,23818.33
1073,Douglas Walton,+1-179-425-7617x6220,collin72@brown.org,Female,32,2021-09-12,48,15608.7
1074,Jacob Herman,2831532167,amber08@willis.org,Male,28,2025-01-24,54,23573.51
1075,Carolyn Williams,+1-379-315-5386x1748,darius60@gmail.com,Other,53,2022-10-11,59,7497.1
1076,Kristen Conner,+1-547-547-4670x0080,kroach@dunn.com,Female,21,2023-12-07,32,1615.42
1077,Ashley Lara,001-917-126-1428x5209,masonsummer@yahoo.com,Female,47,2023-07-09,71,8265.4
1078,Benjamin Lopez,(215)222-0346,brenda87@williams.org,Male,32,2023-05-24,88,42865.03
1079,Stephanie Guerra,(109)816-8588x4501,fwelch@hotmail.com,Male,46,2022-03-24,57,41746.98
1080,Isabel Williams,754.350.9090x537,melendezkaren@hotmail.com,Other,57,2020-01-21,42,27729.23
1081,Christopher Walker,083-758-4763x249,mary87@gmail.com,Male,45,2023-11-30,54,19540.94
1082,John Hansen,001-976-232-3190x0909,robertwoodard@bowman-smith.com,Other,48,2021-02-08,3,33281.4
1083,Jason Robinson,973.546.4593,mackjennifer@hanna-nguyen.info,Female,33,2023-11-07,73,1398.54
1084,Kelly Newton,(342)607-6851x276,osnow@gmail.com,Female,48,2023-07-08,1,35661.39
1085,Dr. Jennifer Suarez,001-677-298-2557x227,jenniferwolf@jackson-brennan.biz,Other,39,2024-02-16,87,38698.96
1086,Madison Larson,484.538.9700x079,lindsey78@martinez.info,Female,39,2023-12-16,31,19056.53
1087,Jennifer Rodriguez,+1-662-669-3661x01439,ocarter@gmail.com,Male,47,2020-07-08,80,24035.95
1088,Collin Lamb,233.667.8168,brendagarcia@phillips.org,Male,23,2020-06-10,57,16285.43
1089,Jennifer Knight,001-881-707-7100,cynthiaparker@gmail.com,Other,45,2023-01-18,46,7353.67
1090,Heather Bailey,390-898-3896,adamwilliams@white.com,Female,33,2020-09-10,67,2804.92
1091,Ryan Brown,+1-577-176-4055x33608,berryjacqueline@williams-garcia.com,Male,49,2021-11-07,39,17315.72
1092,Jason Ortiz,(650)467-1561,nelsondouglas@gmail.com,Male,24,2024-10-30,97,39557.42
1093,Charles Martin,001-281-409-2850x1470,latashacarr@ramirez.net,Female,53,2021-11-17,11,8122.14
1094,Beth Nguyen,(413)722-1790x27527,deborah98@mckay-sloan.org,Other,43,2025-01-18,16,13815.83
1095,Gregory Wilson,077-407-3330,wallerpatricia@sanchez.com,Male,29,2022-10-02,89,2799.44
1096,Thomas Acevedo,+1-836-383-4891,reyesjennifer@hotmail.com,Other,57,2023-12-29,3,29162.67
1097,Megan Blanchard,968.502.6478,newmannicole@jones.com,Female,59,2024-08-09,19,25981.04
1098,Mr. Alexander Snyder,(290)015-9378,johnshaw@yahoo.com,Male,57,2021-08-12,94,6540.6
1099,Samantha Wagner,001-894-052-9726x999,mckeebreanna@walters-odom.com,Other,44,2020-05-29,20,48013.7
1100,Donna Stewart,001-788-682-2392x6441,hayneskarla@mcintosh-barry.biz,Male,44,2020-04-19,87,41135.19
1101,Anthony Silva,546-606-0627x319,rruiz@graham-matthews.org,Male,22,2022-12-01,88,38295.25
1102,Jamie Sosa,769-872-3801x107,danielpage@moore.biz,Other,33,2020-07-10,38,40514.34
1103,Eric Zhang,(104)199-7336x807,lgutierrez@harper-flores.com,Other,30,2024-04-04,51,10686.89
1104,Jody Moreno,584.265.6909x68906,tammy11@gmail.com,Other,21,2021-03-11,25,48306.24
1105,Maria Marquez,600-084-7093,tsparks@yahoo.com,Other,24,2021-04-15,55,38031.53
1106,Nicholas Lynch,894.811.9794x1538,leedavid@hotmail.com,Male,47,2021-10-20,19,10687.77
1107,Matthew Vaughan,001-925-041-1595x5196,mariafischer@smith-wilkerson.biz,Other,30,2022-12-15,78,16366.47
1108,Anthony Ferguson,838.475.2753x74466,jenniferellis@hotmail.com,Female,22,2023-03-08,98,7551.31
1109,Courtney Bailey,+1-940-584-3496,johnlopez@gibson.info,Female,48,2023-10-27,29,33243.06
1110,Ryan Murphy,001-821-246-2441x2063,johnsonpaige@barrera.info,Female,26,2021-09-18,14,30959.83
1111,Jared Hunt,957.459.5175x398,umejia@yahoo.com,Male,27,2023-10-16,93,6327.39
1112,Adam Howard,001-473-512-6384x14135,kerri05@howell.com,Other,45,2024-09-08,5,40735.36
1113,Susan Carroll,(854)390-6689,greengary@schmidt-christensen.com,Other,20,2021-08-30,8,49381.74
1114,Nicole Collins,674-713-2888x2498,robertoconnor@james-galvan.com,Male,59,2024-01-22,30,1883.88
1115,Kenneth Wilson,(940)842-4420,reillymegan@hotmail.com,Female,35,2024-12-12,53,21289.16
1116,Peter Powers,001-598-552-9022,changmarcus@thompson.com,Male,38,2024-01-31,21,44049.68
1117,Brenda Bird,+1-520-438-0797x072,jorge13@newton-payne.com,Other,60,2023-03-31,26,34148.32
1118,Christopher Malone,001-250-871-5570,cschmidt@lucas-castaneda.net,Female,32,2021-09-27,20,14073.12
1119,Douglas Floyd,0073291049,hernandezamanda@villa-ponce.net,Other,18,2022-08-11,100,15121.16
1120,Kristin Rodriguez,+1-486-039-3617,samuelchavez@tucker-rice.info,Male,57,2021-04-27,82,45008.03
1121,Eric Gordon,+1-864-181-9496x3770,wesley90@yahoo.com,Other,26,2023-05-15,28,21289.79
1122,Chris Lowe,+1-787-380-2907x530,duranstephen@hotmail.com,Female,23,2020-07-30,94,34408.58
1123,James Kemp,593-849-1497x966,huangjulie@gibson-soto.com,Other,56,2023-12-19,87,40236.67
1124,James Reynolds,876-060-8808x3704,wesleymorgan@burnett.com,Other,47,2020-04-20,61,43148.1
1125,Debra Scott,943.576.9739x8530,brian67@mccoy.com,Female,33,2024-05-16,87,6975.16
1126,David Stewart,+1-387-079-6162x2761,dustin01@hotmail.com,Male,29,2024-11-28,47,25006.89
1127,Kendra Barber,+1-366-887-0926x932,tromero@pineda.com,Other,32,2024-05-08,66,25303.88
1128,Joseph Charles,654.874.1133,fwoods@yahoo.com,Male,27,2022-10-18,10,13184.09
1129,Melissa Shaw,870-915-5535,vphillips@daniel-rice.com,Male,40,2020-01-29,84,12478.58
1130,Michael Hudson,425-800-2618,taylor72@gmail.com,Other,30,2025-01-03,13,10563.8
1131,Patrick Taylor,561.042.3729x121,watkinsjulia@yahoo.com,Female,35,2021-09-20,8,8979.93
1132,Richard Lutz,994.685.2029x44956,gilbertjohn@gmail.com,Female,19,2022-08-06,98,8385.06
1133,Michael Jones,106.530.8804,lfreeman@hotmail.com,Other,60,2021-05-13,82,31893.79
1134,Dennis Owens,001-998-520-1867,monicawilcox@vega.info,Female,45,2020-06-17,40,46828.79
1135,Christopher Robinson,7403992936,robertsonallison@gmail.com,Male,20,2021-04-15,43,35192.12
1136,Cynthia Smith,2441572480,christinamiller@gaines.org,Male,60,2021-05-23,98,33708.48
1137,Lori Leon,447.404.9609x50916,gardnerjohn@gmail.com,Female,45,2022-09-01,6,40691.55
1138,James Obrien,(816)253-9550x2878,watkinsana@werner-green.org,Female,24,2020-03-06,52,20382.94
1139,Adam Day,333-175-4054x17405,ericriley@yahoo.com,Other,40,2021-10-04,84,10312.44
1140,Joshua Harper,+1-996-071-9248x25359,aturner@hotmail.com,Female,40,2024-05-08,85,14998.88
1141,Frank Robinson,(125)373-8890x5707,marierivera@smith.org,Male,28,2020-03-23,41,48117
1142,Richard West,1691520358,ihall@gmail.com,Female,27,2020-03-11,78,40419.89
1143,Chris Baxter,(271)374-0800x708,wzimmerman@hotmail.com,Male,41,2024-01-23,88,31431.04
1144,Jordan Gutierrez,967.825.5218x11867,william15@wilson.com,Female,45,2023-10-05,35,47893.02
1145,Matthew Burch,605.683.7384x96044,fisherdylan@hotmail.com,Male,32,2022-09-20,79,20767.7
1146,Megan Ramsey,636-566-7265x90268,cowandavid@gmail.com,Male,49,2024-09-14,45,12752.89
1147,Jessica Wallace,192.067.2146x601,mhansen@yahoo.com,Female,21,2020-02-19,5,23733.24
1148,Kelly Hill,001-320-804-3966x9180,christina35@hill.com,Male,34,2025-02-07,67,42790.74
1149,Brenda Riley,758-716-7758,kyle70@yahoo.com,Male,47,2022-03-25,75,11826.15
1150,Debra Ball,840.324.1221x491,eddiemccarthy@yahoo.com,Female,60,2024-03-04,17,32773.52
1151,Kelly King,001-808-759-9628x9646,jenniferpierce@hotmail.com,Other,52,2020-09-16,38,45545.51
1152,Michelle Walker,772-943-1172,collinsjessica@mccoy-martinez.com,Female,25,2023-04-09,78,36604.87
1153,Joseph Matthews,(115)888-9940x895,omyers@holt-mendoza.com,Female,29,2020-01-25,99,48012.03
1154,Andrea Sanders,6800397105,john19@lee.net,Female,28,2023-10-12,86,23623.65
1155,Dr. Jessica Lane DDS,563-026-8802,vanessamartinez@cooper.com,Female,26,2021-05-14,85,25547.03
1156,Jeffery Clark,(662)345-9933x0947,kelli00@owens.net,Female,56,2024-05-24,10,14080.42
1157,Chloe Roman,(026)547-9716x127,barkermario@hood.org,Other,57,2024-03-20,49,3330.2
1158,Brittany Ruiz,568-452-9698,floressamuel@gmail.com,Female,41,2022-02-28,85,30931.08
1159,David Holder,652.596.0060x246,rromero@hotmail.com,Female,46,2023-06-27,89,9054.28
1160,Connie Conley PhD,001-341-185-0982x64780,george85@yahoo.com,Male,55,2020-01-14,65,49732.65
1161,Susan Gonzales,001-103-582-0116x496,richardsonashley@lang.biz,Female,26,2023-09-09,59,46965.15
1162,Brandi Fowler,(044)976-6750x1794,morganwalker@gmail.com,Female,41,2020-04-19,48,1415.06
1163,Belinda Figueroa,069-528-0287,mhill@klein.com,Male,40,2020-02-18,55,26394.3
1164,Tracy Smith,773.053.6029x2572,shelbywallace@wilson.com,Other,40,2022-04-12,43,10458.67
1165,Madeline Mendoza,+1-483-027-8481x807,xrowe@hotmail.com,Other,34,2021-02-11,86,48570.46
1166,Tammy Livingston,+1-290-332-0624x7197,andrewdiaz@yahoo.com,Male,29,2023-12-28,83,12580.44
1167,Julia Fuller,2323692197,denise68@bradley.biz,Other,55,2021-09-03,39,8999.66
1168,John Boyle,037.220.4673x512,vargasjill@richards.com,Female,52,2020-05-19,29,43718.55
1169,Kevin Thomas,(805)324-2503x3085,feliciaodom@yahoo.com,Other,33,2024-04-16,30,37471.44
1170,Tracy Bates,421-085-6766,laurie82@cook-edwards.com,Female,47,2022-01-03,16,5047.26
1171,Maxwell Jimenez,001-746-469-3683x8350,daviddavis@gmail.com,Male,24,2023-06-05,88,12765.5
1172,Jeff Robinson,7684998089,melissa09@gmail.com,Other,30,2021-12-08,14,4460.31
1173,William Mcfarland,+1-158-176-7853,sean99@williams-ortiz.com,Female,55,2023-01-22,53,28042.76
1174,Elizabeth Martinez,001-993-527-4331x8106,jpetersen@gmail.com,Other,31,2023-08-04,82,10961.31
1175,Annette Mendoza,+1-144-947-4917x0886,stephaniemccoy@gmail.com,Other,43,2020-02-09,91,8955.03
1176,Linda Abbott,(535)901-8886x572,josephharris@carey.com,Other,35,2023-09-02,35,36468.57
1177,Richard Wood,587-340-9298x42166,fletcherkristina@murray.com,Other,40,2023-07-18,14,22914.3
1178,David Wilson,040-073-8429x502,hayeskristine@byrd.com,Other,35,2020-08-21,17,32435.58
1179,Joseph Bailey,361.322.9278x9907,joseph85@gmail.com,Male,60,2024-05-24,80,4788.27
1180,Brittany Powell,(005)485-5533,torreslaura@fowler-fox.com,Male,29,2021-08-22,15,29945.21
1181,Jennifer Knight,001-755-272-0551x19679,averyjanet@melton-alexander.info,Male,29,2022-12-21,60,16325.53
1182,Robert Garrison,+1-233-432-0530,catherine49@cohen.biz,Male,54,2021-03-01,88,21061.79
1183,Jacqueline Keller,026.403.1873x240,williamssherri@gonzalez-hampton.biz,Other,35,2022-01-16,94,28736.37
1184,Kyle Wood,+1-966-168-4864,joenorman@gmail.com,Female,48,2020-12-08,99,31665.53
1185,Javier Mercado,+1-687-582-6976,robert86@gmail.com,Other,55,2021-09-15,5,6355.26
1186,Damon Hernandez,+1-928-852-3755,kimdeleon@randolph.com,Other,41,2020-12-24,97,23553.53
1187,Gregory Ramirez,(377)768-0886x67424,bjohnson@wheeler.com,Female,55,2022-09-22,69,32576.64
1188,Kimberly Strong,952-089-5607,robinsonstephanie@alvarado.com,Other,33,2024-10-04,91,25322.89
1189,Brett Evans,457.539.6370x5229,twilliams@downs.net,Male,38,2022-01-11,81,39186.63
1190,Jacqueline Atkinson,+1-981-489-5925x272,iluna@yahoo.com,Other,32,2021-05-20,10,35024.7
1191,Patrick Singh,001-823-309-6388,paul13@macdonald.net,Other,24,2023-07-04,43,37213.61
1192,Gregory Williams,+1-699-251-8433x007,theresamiles@yahoo.com,Female,40,2020-07-05,48,30009.4
1193,Karen Best,0051299085,robyn40@hotmail.com,Female,41,2021-11-11,95,29953.56
1194,Brian Hart,001-195-103-9093x6880,tiffany33@hotmail.com,Male,19,2023-12-04,17,31945.84
1195,Mr. David Cook,001-583-621-0750x350,rblair@martinez.com,Male,22,2023-02-01,69,22706.1
1196,Julie James,912.895.2367x1078,kmiller@yahoo.com,Female,47,2022-05-21,90,17853.19
1197,Samantha Mccarthy,(654)766-0225x6125,albertpark@steele-pennington.com,Female,46,2025-02-05,93,34656.23
1198,Chelsea George,344.551.7238,patrickjoseph@yahoo.com,Male,58,2024-11-08,18,28989.21
1199,Jessica Hamilton,373.454.7275x081,jennifercarpenter@gmail.com,Male,37,2020-06-11,58,24203.39
1200,Joshua Henry,7176415368,richard99@lawrence.info,Other,37,2024-12-13,83,38001.24
1201,Andrea Davis,001-137-432-1139x296,tanyaandersen@yahoo.com,Female,24,2021-05-12,79,4624.65
1202,Daniel Stevens,+1-801-005-6437,dianebaker@brown.com,Other,36,2021-04-08,71,44155.23
1203,Crystal Hart,8331139970,robinwallace@coffey-white.com,Male,48,2022-12-06,26,33973.95
1204,Steven Miller,(132)766-4316,christinasmith@morgan.info,Male,55,2024-01-20,36,34782.94
1205,Mark Jordan,138.229.3111x37320,meghanlozano@wagner.net,Other,51,2025-01-04,3,7271.36
1206,Samantha Smith,161-852-5723,davidjones@miller.com,Other,34,2020-07-08,97,4523.7
1207,William Olsen,842-504-5322x765,yvonnethompson@yahoo.com,Male,58,2024-05-30,97,39693.01
1208,Jessica Mckay,001-103-440-5978x2846,acostajeremy@hotmail.com,Male,53,2024-03-26,61,26652.65
1209,Lucas Hubbard,(061)503-2457x71326,janetanderson@gmail.com,Male,20,2020-04-12,92,7568.51
1210,Ryan Mckay,+1-918-043-1508x200,hannahdavid@gmail.com,Male,36,2022-01-23,69,30003.35
1211,Sarah Alexander,(925)559-3913,jessica31@duncan-jackson.com,Female,47,2022-06-10,58,28719.58
1212,Kyle Lopez,+1-340-606-9455x4367,victoria31@turner.biz,Male,35,2021-07-07,7,6842.16
1213,Roberta Parks,+1-072-610-9961,grichardson@anderson.com,Other,24,2023-09-01,63,15260.11
1214,Timothy Mcgee,015.079.6760x768,nmiller@gmail.com,Other,23,2020-09-09,45,42525.54
1215,Frank Bonilla,128.889.1418,janet14@yahoo.com,Female,37,2020-12-25,84,9903.6
1216,Emily Riley,001-599-826-9090x6345,ytaylor@gmail.com,Female,24,2023-12-05,57,31722.51
1217,Brenda Harris,(224)058-5911,ethomas@boyd.org,Other,36,2023-08-31,62,25165.08
1218,Alexandria Floyd,+1-974-403-5521x005,ckim@gmail.com,Male,49,2020-08-18,2,33683.85
1219,Jody Robbins,629.327.0783,alison16@hotmail.com,Female,55,2021-05-07,21,37614.58
1220,Dylan Wright,342.241.1238,nsantiago@yahoo.com,Male,30,2021-07-31,73,2880.24
1221,Amber Burke,630-733-3152x70241,kcasey@mayo-bailey.biz,Male,55,2023-01-16,8,49549.75
1222,Jeffrey Lee,458.542.1878,schultzjim@russell.com,Other,27,2020-10-18,74,24003.57
1223,Cory Wilkerson,814-981-0830,juanbeasley@yahoo.com,Female,43,2020-02-11,93,19464.12
1224,Andrew Owens,2141168369,taylormichelle@barnes.com,Male,47,2020-04-03,82,32352.1
1225,Allen Stout,683.658.8396,hugheswilliam@daniel-scott.org,Other,27,2024-08-25,95,26743.41
1226,Robert Estrada,+1-626-395-7048,victorjacobs@nelson.com,Other,38,2023-09-27,16,7884.43
1227,Marilyn Rodriguez,354.922.9508,bonnie11@gmail.com,Other,33,2023-01-25,25,45996.24
1228,Mary Weber,458-090-3776x832,bonnie22@guerra-hughes.info,Male,45,2024-01-23,22,20344.98
1229,Greg Potts,+1-298-071-9215x006,polson@yahoo.com,Female,59,2020-01-07,32,16763.1
1230,Roberto Anderson,186-233-9867x010,johnsonbenjamin@yahoo.com,Other,21,2024-11-15,17,3969.74
1231,Jennifer Lee,110.871.0825x337,markturner@jones-myers.com,Other,24,2021-09-29,79,18355.74
1232,Heather Duncan,+1-690-082-6852x326,lestermichelle@hotmail.com,Female,44,2023-12-30,12,41301.72
1233,Christopher Andrews,(133)269-9355x3688,zamoratanya@robinson.com,Male,29,2021-07-12,67,45371.04
1234,Vincent Marks,952.857.4093x89843,edward43@schmidt.com,Other,29,2022-06-10,61,27731.06
1235,Lisa Scott,626-310-9603x099,vlee@walker.com,Other,44,2024-03-19,98,30862.47
1236,Isaiah Miller,483-301-0962,hgreen@hotmail.com,Male,32,2022-10-14,28,21919.67
1237,Amanda Lane,843-965-2523x67414,scottnorris@yahoo.com,Female,19,2023-07-23,42,14127.41
1238,Michael Reeves,+1-769-339-2465x0673,amy63@hotmail.com,Female,36,2023-06-07,27,4995.73
1239,Lori Freeman,0589140467,penningtonpeggy@hotmail.com,Other,59,2022-11-05,56,42545.98
1240,Kelsey Olson,(595)587-6802x27348,sarahcox@robertson.org,Female,37,2021-10-31,12,29616.75
1241,Michael Norris,349-219-1089x6012,hmorales@sheppard.com,Female,36,2022-11-18,13,33693.44
1242,Ruben Rogers,936-678-3548x17616,douglascruz@hotmail.com,Male,37,2023-11-10,81,23421.05
1243,Andrew Li,771.057.0670x339,randallelizabeth@hotmail.com,Other,25,2022-03-15,39,49553.38
1244,Heather Sullivan,001-589-021-1946,wrightzachary@keith.net,Male,49,2024-07-29,91,11243.42
1245,Trevor Snyder,557-366-9050x33636,alyssa29@figueroa-smith.org,Female,45,2021-01-30,73,14915.82
1246,Randall Dean,443.386.3309x118,sdaniel@hotmail.com,Female,24,2023-04-06,17,2898.33
1247,Jason Thompson,694.830.6182x229,lauren12@yahoo.com,Male,59,2024-04-10,20,14030.55
1248,Charlene Kaufman,127.577.9913x685,millerjennifer@bowman.com,Other,41,2022-09-18,43,37891.35
1249,Brandy Mack,104-356-7510x771,oarnold@hotmail.com,Other,18,2023-04-12,81,33713.3
1250,Russell Walker,+1-356-969-0997x199,thomasscott@glover.net,Male,56,2025-01-22,52,40664.48
1251,Jonathan Meza,(341)803-1514x976,hermantamara@jefferson.org,Female,51,2020-06-16,64,6232.37
1252,Paul Brown,(172)195-9659x921,julia62@bradford-werner.org,Other,56,2022-06-14,38,17467.89
1253,Kevin Wheeler,3688922405,vbrown@hotmail.com,Other,53,2021-12-15,78,41951.79
1254,Jennifer Logan,(112)144-5303x3580,matthewramirez@yahoo.com,Other,52,2021-01-11,4,6133.43
1255,John Stewart,0161421288,barnestheresa@hotmail.com,Other,38,2023-05-15,55,39057.34
1256,Alyssa Smith,+1-328-692-8096x89583,jdougherty@jackson-hodges.com,Other,22,2021-07-15,96,28684.29
1257,Andrea Haynes,351-726-1998x573,hvargas@holmes.org,Other,59,2022-04-10,41,46458.66
1258,Joseph Smith,+1-844-250-1828x5329,thomasberger@brock-taylor.com,Male,35,2022-11-22,32,36988.91
1259,Hannah Anderson,5985549717,amanda39@wallace-noble.net,Other,54,2020-07-29,23,19533.11
1260,Meghan Larson,(812)104-0890,williamssamantha@hunt.com,Male,24,2021-01-11,58,11842.8
1261,Tiffany Mathis,+1-492-355-3012,scottsantiago@hotmail.com,Male,58,2020-11-23,29,37611.11
1262,Erik Nelson,472.481.3362x7196,angelaryan@gmail.com,Male,49,2022-05-21,91,36097.86
1263,Katherine Garrett,+1-832-244-2839x58619,qjones@yahoo.com,Other,32,2023-10-18,74,39718.06
1264,Mr. Maurice Olson,(510)407-6849x5242,michelle21@ramos.com,Male,29,2021-11-01,100,11903.91
1265,Lauren Maynard,181-695-5510x1740,sara51@soto.com,Other,27,2023-07-22,51,7877.62
1266,Kevin Crane,001-893-892-6168,amendez@hotmail.com,Other,52,2021-01-03,100,47661.45
1267,Tamara Bryant,(197)240-1492x6607,smithbrooke@hotmail.com,Female,51,2023-11-07,1,22938.12
1268,Beth Carr,151-094-0126,fryedavid@hotmail.com,Other,39,2021-04-16,3,33041.01
1269,Danielle Best,583-375-3656,munozjames@smith.net,Male,25,2022-11-29,19,15647.94
1270,Mrs. Joanna Lane MD,446.555.3174x774,andrewharris@gmail.com,Other,40,2021-04-10,36,35037.3
